Scientific Name,Common Names,Category
Croton glandulosus var. glandulosus,Vente Conmigo,Vascular Plant
Croton linearis,"Grannybush, Pineland Croton",Vascular Plant
Croton lobatus,Lobed Croton,Vascular Plant
Euphorbia tirucalli,Indiantree Spurge,Vascular Plant
Euphorbia trichotoma,Sanddune Spurge,Vascular Plant
Manihot esculenta,"Bitter Cassava, Cassava, Manioc, Tapioca",Vascular Plant
Poinsettia pulcherrima,None,Vascular Plant
Stillingia aquatica,Water Toothleaf,Vascular Plant
Stillingia sylvatica,Queen's-Delight,Vascular Plant
Tragia saxicola,Florida Keys Noseburn,Vascular Plant
Hypericum brachyphyllum,Coastal Plain St. Johnswort,Vascular Plant
Hypericum cistifolium,Roundpod St. Johnswort,Vascular Plant
Hypericum reductum,Atlantic St. Johnswort,Vascular Plant
Hypericum tetrapetalum,Fourpetal St. Johnswort,Vascular Plant
Linum arenicola,Sand Flax,Vascular Plant
Linum carteri var. smallii,Small's Flax,Vascular Plant
Passiflora pallens,Pineland Passionflower,Vascular Plant
Passiflora sexflora,Goatsfoot,Vascular Plant
Piriqueta caroliniana,None,Vascular Plant
Bischofia javanica,"Bishopwood, Javanese Bishopweed, Javanese Bishopwood, Koka, Tongotongo, Toog",Vascular Plant
Corchorus aestuans,Jute,Vascular Plant
Corchorus hirtus,Orinoco Jute,Vascular Plant
Corchorus siliquosus,Slippery Burr,Vascular Plant
Hibiscus grandiflorus,Swamp Rosemallow,Vascular Plant
Hibiscus poeppigii,Poeppig's Rosemallow,Vascular Plant
Hibiscus rosa-sinensis var. schizopetalus,None,Vascular Plant
Kosteletzkya depressa,White Fenrose,Vascular Plant
Kosteletzkya virginica,"Virginia Saltmarsh Mallow, Virginia Saltmarsh Willow",Vascular Plant
Malachra alceifolia,Yellow Leafbract,Vascular Plant
Malachra fasciata,Roadside Leafbract,Vascular Plant
Malvaviscus arboreus var. arboreus,Wax Mallow,Vascular Plant
Sida cordifolia,`Ilima,Vascular Plant
Sida elliottii,Elliott's Fanpetals,Vascular Plant
Sida spinosa,"Prickly Fanpetals, Prickly Sida",Vascular Plant
Triumfetta semitriloba,Burweed,Vascular Plant
Urena lobata,"Aramina, Caesar Weed, Caesarweed, Chosuched E Kui, Dadangsi Apaka, Hibiscus Burr, Jute Africain",Vascular Plant
Muntingia calabura,Strawberrytree,Vascular Plant
Cuphea strigulosa,Stiffhair Waxweed,Vascular Plant
Lythrum lineare,Wand Lythrum,Vascular Plant
Tetrazygia bicolor,Florida Clover Ash,Vascular Plant
Calyptranthes zuzygium,"Myrtle Of The River, Myrtle-Of-The-River, Spicewood",Vascular Plant
Melaleuca quinquenervia,"Bottle Brush Tree, Cajeput Tree, Melaleuca, Niaouli, Paperbark, Punktree",Vascular Plant
Melaleuca viminalis,None,Vascular Plant
Psidium longipes,"Long-Stalk Stopper, Mangroveberry",Vascular Plant
Syzygium cumini,"Duhat, Jambolan Plum, Jamelonguier, Java Plum, Kavika Ni India, Mesegerak",Vascular Plant
Syzygium jambos,"Apel En Wai, Iouen Wai, Kavika Ni India, Kavika Ni Vavalangi, Malabar Plum, Rose-Apple",Vascular Plant
Ludwigia curtissii,Curtiss' Primrose-Willow,Vascular Plant
Ludwigia erecta,Yerba De Jicotea,Vascular Plant
Ludwigia microcarpa,"Smallfruit Primrosewillow, Smallfruit Primrose-Willow",Vascular Plant
Ludwigia peruviana,Peruvian Primrose-Willow,Vascular Plant
Ludwigia repens,"Creeping Primrosewillow, Creeping Primrose-Willow, Creeping Waterpurslane",Vascular Plant
Cabomba caroliniana,"Carolina Fanwort, Fanwort",Vascular Plant
Nymphaea capensis var. zanzibariensis,Cape Blue Waterlily,Vascular Plant
Nymphaea elegans,Tropical Royalblue Waterlily,Vascular Plant
Nymphaea mexicana,"Banana Waterlily, Yellow Waterlily",Vascular Plant
Ophioglossum palmatum,Hand Fern,Vascular Plant
Pandanus utilis,Common Screwpine,Vascular Plant
Alvaradoa amorphoides,None,Vascular Plant
Picramnia pentandra,Florida Bitterbush,Vascular Plant
Pinus elliottii var. densa,"Florida Slash Pine, South Florida Slash Pine",Vascular Plant
Peperomia humilis,Polynesian Peperomia,Vascular Plant
Peperomia obtusifolia,Baby Rubberplant,Vascular Plant
Billbergia pyramidalis,Foolproofplant,Vascular Plant
Catopsis berteroniana,Powdery Strap Airplant,Vascular Plant
Catopsis floribunda,Florida Strap Airplant,Vascular Plant
Guzmania monostachia,West Indian Tufted Airplant,Vascular Plant
Tillandsia fasciculata var. clavispica,Giant Airplant,Vascular Plant
Tillandsia setacea,Southern Needleleaf,Vascular Plant
Tillandsia variabilis,Leatherleaf Airplant,Vascular Plant
Tillandsia X smalliana,Small's Airplant,Vascular Plant
Abildgaardia ovata,Flatspike Sedge,Vascular Plant
Carex vexans,Florida Hammock Sedge,Vascular Plant
Cyperus articulatus,Jointed Flatsedge,Vascular Plant
Cyperus brevifolioides,None,Vascular Plant
Cyperus distinctus,Swamp Flatsedge,Vascular Plant
Cyperus flavescens,"Pale Flatsedge, Yellow Flatsedge",Vascular Plant
Cyperus floridanus,Florida Flatsedge,Vascular Plant
Cyperus giganteus,Giant Flatsedge,Vascular Plant
Cyperus iria,Ricefield Flatsedge,Vascular Plant
Cyperus ochraceus,Pond Flatsedge,Vascular Plant
Cyperus papyrus,Papyrus,Vascular Plant
Cyperus pumilus,Low Flatsedge,Vascular Plant
Cyperus retrorsus,Pine Barren Flatsedge,Vascular Plant
Cyperus tetragonus,Fourangle Flatsedge,Vascular Plant
Cyperus unioloides,Uniola Flatsedge,Vascular Plant
Eleocharis elongata,Slim Spikerush,Vascular Plant
Fimbristylis caroliniana,Carolina Fimbry,Vascular Plant
Fimbristylis dichotoma,Forked Fimbry,Vascular Plant
Fimbristylis miliacea,"Grasslike Fimbry, Grass-Like Fimbry",Vascular Plant
Fuirena breviseta,"Saltmarsh Umbrellasedge, Saltmarsh Umbrella-Sedge",Vascular Plant
Fuirena scirpoidea,"Southern Umbrellasedge, Southern Umbrella-Sedge",Vascular Plant
Lipocarpha micrantha,"Dwarf Bulrush, Smallflower Halfchaff Sedge, Small-Flower Halfchaff Sedge, Smallflower Hemicarpha",Vascular Plant
Rhynchospora divergens,Spreading Beaksedge,Vascular Plant
Rhynchospora floridensis,Florida Whitetop,Vascular Plant
Rhynchospora grayi,Gray's Beaksedge,Vascular Plant
Rhynchospora inundata,Narrowfruit Horned Beaksedge,Vascular Plant
Rhynchospora microcarpa,Southern Beaksedge,Vascular Plant
Rhynchospora odorata,Fragrant Beaksedge,Vascular Plant
Rhynchospora tracyi,Tracy's Beaksedge,Vascular Plant
Scirpus robustus,None,Vascular Plant
Scirpus tabernaemontani,None,Vascular Plant
Scleria baldwinii,Baldwin's Nutrush,Vascular Plant
Scleria ciliata,Fringed Nutrush,Vascular Plant
Scleria lithosperma,Florida Keys Nutrush,Vascular Plant
Scleria verticillata,Low Nutrush,Vascular Plant
Eriocaulon compressum,Flattened Pipewort,Vascular Plant
Eriocaulon ravenelii,Ravenel's Pipewort,Vascular Plant
Juncus megacephalus,Bighead Rush,Vascular Plant
Juncus polycephalus,"Flatleaf Rush, Manyhead Rush",Vascular Plant
Andropogon glomeratus var. glaucopsis,Purple Bluestem,Vascular Plant
Andropogon glomeratus var. glomeratus,Bushy Bluestem,Vascular Plant
Andropogon ternarius,Splitbeard Bluestem,Vascular Plant
Andropogon virginicus var. glaucus,Chalky Bluestem,Vascular Plant
Aristida purpurascens var. tenuispica,Arrowfeather Threeawn,Vascular Plant
Axonopus furcatus,Big Carpetgrass,Vascular Plant
Cenchrus gracillimus,Slender Sandbur,Vascular Plant
Chloris radiata,Radiate Fingergrass,Vascular Plant
Coelorachis rugosa,Wrinkled Jointtail Grass,Vascular Plant
Dichanthelium erectifolium,Erectleaf Panicgrass,Vascular Plant
Dichanthelium strigosum var. glabrescens,Roughhair Rosette Grass,Vascular Plant
Dichanthium aristatum,Angleton Bluestem,Vascular Plant
Digitaria filiformis var. dolichophylla,None,Vascular Plant
Digitaria pauciflora,"Florida Pineland Crabgrass, Twospike Crabgrass",Vascular Plant
Digitaria setigera,East Indian Crabgrass,Vascular Plant
Digitaria villosa,Shaggy Crabgrass,Vascular Plant
Digitaria violascens,Violet Crabgrass,Vascular Plant
Elionurus tripsacoides,Pan American Balsamscale,Vascular Plant
Eragrostis atrovirens,Thalia Lovegrass,Vascular Plant
Eragrostis bahiensis,Bahia Lovegrass,Vascular Plant
Eriochloa michauxii var. michauxii,Longleaf Cupgrass,Vascular Plant
Eriochloa michauxii var. simpsonii,Simpson's Cupgrass,Vascular Plant
Hackelochloa granularis,Pitscale Grass,Vascular Plant
Hyparrhenia rufa,"Jaragua, Jaraguagrass",Vascular Plant
Imperata brasiliensis,Brazilian Satintail,Vascular Plant
Leersia monandra,Bunch Cutgrass,Vascular Plant
Leptochloa virgata,"Judd's Grass, Tropic Sprangletop",Vascular Plant
Luziola fluitans,Southern Watergrass,Vascular Plant
Melinis minutiflora,"Molasses Grass, Molassesgrass, Puakatau",Vascular Plant
Oryza rufipogon,"Brownbeard Rice, Red Rice, Wild Red Rice",Vascular Plant
Oryza sativa,Rice,Vascular Plant
Panicum dichotomiflorum var. dichotomiflorum,"Fall Panicgrass, Fall Panicum, Western Witchgrass",Vascular Plant
Panicum hians,None,Vascular Plant
Panicum rigidulum,"Redtop Panicgrass, Redtop Panicum",Vascular Plant
Panicum tenerum,"Bluejoint Panicgrass, Blue-Joint Panicgrass, Bluejoint Panicum",Vascular Plant
Paspalidium geminatum,"Egyptian Panicgrass, Egyptian Panicum",Vascular Plant
Paspalum conjugatum,"Herbe Creole, Hilo Grass, Hilograss, Muhsrasre, Rehn Wei, Sour Grass, Ti Grass",Vascular Plant
Paspalum fimbriatum,Panama Crowngrass,Vascular Plant
Paspalum monostachyum,Gulfdune Paspalum,Vascular Plant
Paspalum saugetii,Sauget's Paspalum,Vascular Plant
Schizachyrium rhizomatum,Florida Little Bluestem,Vascular Plant
Setaria magna,Giant Bristlegrass,Vascular Plant
Setaria setosa,West Indian Bristlegrass,Vascular Plant
Sorghastrum secundum,Lopsided Indiangrass,Vascular Plant
Spartina bakeri,Sand Cordgrass,Vascular Plant
Sporobolus compositus var. clandestinus,None,Vascular Plant
Tripsacum floridanum,Florida Gamagrass,Vascular Plant
Urochloa fasciculata var. reticulata,None,Vascular Plant
Zea mays ssp. mexicana,None,Vascular Plant
Xyris difformis var. floridana,Florida Yelloweyed Grass,Vascular Plant
Xyris jupicai,Richard's Yelloweyed Grass,Vascular Plant
Asplenium dentatum,None,Vascular Plant
Asplenium X biscaynianum,Biscayne Spleenwort,Vascular Plant
Pteridium aquilinum var. caudatum,"Lacy Bracken, Southern Brackenfern",Vascular Plant
Ctenitis sloanei,Florida Tree Fern,Vascular Plant
Odontosoria clavata,"Clubbed Creepingfern, Wedgelet Fern",Vascular Plant
Lomariopsis kunzeana,Hollyleaf Fringedfern,Vascular Plant
Nephrolepis exaltata,Boston Swordfern,Vascular Plant
Nephrolepis falcata f. furcans,None,Vascular Plant
Nephrolepis multiflora,Asian Swordfern,Vascular Plant
Campyloneurum phyllitidis,Long Strapfern,Vascular Plant
Pecluma plumula,Plumed Rockcap Fern,Vascular Plant
Phlebodium aureum,Golden Polypody,Vascular Plant
Phymatosaurus scolopendria,None,Vascular Plant
Polypodium triseriale,Anglevein Fern,Vascular Plant
Adiantum caudatum,Tailed Maidenhair,Vascular Plant
Adiantum melanoleucum,Fragrant Maidenhair,Vascular Plant
Adiantum tenerum,Fan Maidenhair,Vascular Plant
Ceratopteris pteridoides,Floating Antlerfern,Vascular Plant
Cheilanthes microphylla,Southern Lipfern,Vascular Plant
Pityrogramma trifoliata,Threeleaf Goldback Fern,Vascular Plant
Pteris tripartita,Giant Brake,Vascular Plant
Vittaria lineata,Shoestring Fern,Vascular Plant
Tectaria fimbriata,Least Halberd Fern,Vascular Plant
Tectaria heracleifolia,Broad Halberd Fern,Vascular Plant
Thelypteris augescens,Abrupt-Tip Maiden Fern,Vascular Plant
Thelypteris interrupta,Willdenow's Maiden Fern,Vascular Plant
Thelypteris ovata,Ovate Marsh Fern,Vascular Plant
Thelypteris reptans,Creeping Maiden Fern,Vascular Plant
Thelypteris reticulata,Latticevein Fern,Vascular Plant
Thelypteris sclerophylla,Stiff Maiden Fern,Vascular Plant
Thelypteris serrata,Toothed Latticevein Fern,Vascular Plant
Nelumbo nucifera,Sacred Lotus,Vascular Plant
Clematis baldwinii,Pine Hyacinth,Vascular Plant
Ficus lyrata,Fiddleleaf Fig,Vascular Plant
Colubrina cubensis,"Cuba Colubrina, Cuban Nakedwood",Vascular Plant
Colubrina cubensis var. floridana,Cuban Nakedwood,Vascular Plant
Ziziphus mauritiana,Darlingplum,Vascular Plant
Eriobotrya japonica,Loquat,Vascular Plant
Pilea herniarioides,Caribbean Clearweed,Vascular Plant
Salvinia minima,"Water Fern, Water Spangles",Vascular Plant
Spondias purpurea,Purple Mombin,Vascular Plant
Citrus medica,Citron,Vascular Plant
Citrus sinensis,None,Vascular Plant
Citrus X limonia,Mandarin Lime,Vascular Plant
Citrus X paradisi,"Grapefruit, Paradise Citrus",Vascular Plant
Fortunella margarita,Oval Kumquat,Vascular Plant
Dodonaea angustifolia,None,Vascular Plant
Dodonaea viscosa var. angustifolia,None,Vascular Plant
Hypelate trifoliata,White Ironwood,Vascular Plant
Anemia wrightii,Wright's Flowering Fern,Vascular Plant
Lygodium microphyllum,"Old World Climbing Fern, Small Leaf Climbing Fern, Small-Leaf Climbing Fern, Small-Leaved Climbing Fern",Vascular Plant
Schizaea pennula,None,Vascular Plant
Selaginella eatonii,Eaton's Spikemoss,Vascular Plant
Selaginella willdenowii,Willdenow's Spikemoss,Vascular Plant
Calystegia sepium ssp. limnophila,Hedge False Bindweed,Vascular Plant
Evolvulus convolvuloides,Bindweed Dwarf Morning-Glory,Vascular Plant
Evolvulus sericeus,"Silky Evolvulus, Silver Dwarf Morningglory, Silver Dwarf Morning-Glory",Vascular Plant
Ipomoea cairica,"Mile A Minute Vine, Mile-A-Minute Vine",Vascular Plant
Ipomoea microdactyla,"Bejuco Colorado, Calcareous Morning-Glory",Vascular Plant
Ipomoea quamoclit,"Cypressvine, Cypressvine Morningglory",Vascular Plant
Ipomoea sagittata,"Saltmarsh Morningglory, Saltmarsh Morning-Glory",Vascular Plant
Ipomoea tenuissima,"Rockland Morningglory, Rockland Morning-Glory",Vascular Plant
Jacquemontia pentanthos,Skyblue Clustervine,Vascular Plant
Turbina corymbosa,Christmasvine,Vascular Plant
Hydrolea corymbosa,Skyflower,Vascular Plant
Hydrolea spinosa,Spiny False Fiddleleaf,Vascular Plant
Capsicum annuum,Cayenne Pepper,Vascular Plant
Cestrum nocturnum,"Dama-De-Noche, Iki He Po, Night Cestrum, Night Flowering Jessamine, Night Jasmine, Night Jessamine, Queen Of The Night, Thauthau Ni Mbongi",Vascular Plant
Physalis pubescens,"Groundcherry, Husk Tomato, Husk-Tomato",Vascular Plant
Physalis walteri,Walter's Groundcherry,Vascular Plant
Solanum donianum,Blodgett's Nightshade,Vascular Plant
Solanum viarum,Tropical Soda Apple,Vascular Plant
Vitis shuttleworthii,Calusa Grape,Vascular Plant
Canna flaccida,Bandanna Of The Everglades,Vascular Plant
Thalia geniculata,Bent Alligator-Flag,Vascular Plant
Ravenala madagascariensis,Traveler's Tree,Vascular Plant
Alpinia zerumbet,"Shellflower, Shellplant",Vascular Plant
Ovibos moschatus,Muskox,Mammal
Alopex lagopus,Arctic Fox,Mammal
Lepus othus,"Alaska Hare, Arctic Hare, Tundra Hare",Mammal
Dicrostonyx groenlandicus,Collared Lemming,Mammal
Marmota broweri,Alaska Marmot,Mammal
Sorex ugyunak,Barren Ground Shrew,Mammal
Dendragapus canadensis,Spruce Grouse,Bird
Lagopus mutus,Rock Ptarmigan,Bird
Leucosticte arctoa,"Gray-Crowned Rosy Finch, Rosy Finch",Bird
Motacilla flava,Yellow Wagtail,Bird
Parus hudsonicus,Boreal Chickadee,Bird
Dallia pectoralis,Alaska Blackfish,Fish
Coregonus nasus,Broad Whitefish,Fish
Bromopsis pumpelliana ssp. pumpelliana,None,Vascular Plant
Torularia humilis ssp. richardsonii,None,Vascular Plant
Stuckenia filiformis ssp. alpina,Fineleaf Pondweed,Vascular Plant
Stuckenia filiformis ssp. occidentalis,"Slender Pondweed, Western Fineleaf Pondweed",Vascular Plant
Stuckenia vaginata,None,Vascular Plant
Allium schoenoprasum,"Wild Chive, Wild Chives",Vascular Plant
Cypripedium guttatum,Spotted Lady's Slipper,Vascular Plant
Platanthera aquilonis,Northern Green Orchid,Vascular Plant
Antennaria friesiana ssp. alaskana,Fries' Pussytoes,Vascular Plant
Antennaria friesiana ssp. friesiana,Fries' Pussytoes,Vascular Plant
Antennaria rosea ssp. pulvinata,Pulvinate Pussytoes,Vascular Plant
Arnica angustifolia ssp. angustifolia,Narrowleaf Arnica,Vascular Plant
Arnica griscomii ssp. frigida,Snow Arnica,Vascular Plant
Arnica lessingii ssp. lessingii,None,Vascular Plant
Artemisia alaskana,Alaska Wormwood,Vascular Plant
Artemisia arctica ssp. arctica,Boreal Sagebrush,Vascular Plant
Artemisia borealis,Field Sagewort,Vascular Plant
Artemisia comata,None,Vascular Plant
Artemisia glomerata,"Cudweed Sagewort, Pacific Alpine Wormwood",Vascular Plant
Artemisia tilesii ssp. elatior,Tilesius' Wormwood,Vascular Plant
Artemisia tilesii ssp. tilesii,Tilesius' Wormwood,Vascular Plant
Aster alpinus,None,Vascular Plant
Chrysanthemum integrifolium,None,Vascular Plant
Crepis nana var. lyratifolia,None,Vascular Plant
Erigeron eriocephalus,None,Vascular Plant
Erigeron muirii,Muir's Fleabane,Vascular Plant
Packera hyperborealis,Northern Groundsel,Vascular Plant
Petasites frigidus ssp. frigidus,None,Vascular Plant
Petasites frigidus ssp. nivalis,None,Vascular Plant
Petasites frigidus X hyperboreus,None,Vascular Plant
Saussurea,Saw-Wort,Vascular Plant
Senecio eremophilus,"Desert Groundsel, Desert Ragwort",Vascular Plant
Symphyotrichum yukonense,Yukon Aster,Vascular Plant
Taraxacum alaskanum,None,Vascular Plant
Taraxacum arcticum,None,Vascular Plant
Taraxacum ceratophorum,"Common Dandelion, Woolbearing Dandelion",Vascular Plant
Taraxacum hyparcticum,None,Vascular Plant
Taraxacum kamtschaticum,None,Vascular Plant
Taraxacum lacerum,None,Vascular Plant
Tephroseris frigida,None,Vascular Plant
Tephroseris palustris ssp. congesta,None,Vascular Plant
Campanula aurita,Yukon Bellflower,Vascular Plant
Eritrichium aretioides,None,Vascular Plant
Eritrichium chamissonis,None,Vascular Plant
Mertensia drummondii,"Drummond Bluebell, Drummond's Bluebells",Vascular Plant
Myosotis alpestris ssp. asiatica,None,Vascular Plant
Braya bartlettiana,None,Vascular Plant
Braya purpurascens,None,Vascular Plant
Cardamine digitata,Richardson's Bittercress,Vascular Plant
Cardamine microphylla ssp. blaisdellii,Small-Leaf Bittercress,Vascular Plant
Cardamine pratensis ssp. angustifolia,None,Vascular Plant
Draba,Whitlowgrass,Vascular Plant
Draba juvenilis,Longstalk Draba,Vascular Plant
Draba palanderiana,Palander's Draba,Vascular Plant
Draba pauciflora,Fewflower Draba,Vascular Plant
Draba pilosa,None,Vascular Plant
Draba subcapitata,Ellesmereland Whitlowgrass,Vascular Plant
Parrya nudicaulis ssp. interior,None,Vascular Plant
Parrya nudicaulis ssp. nudicaulis,Nakedstem Wallflower,Vascular Plant
Parrya nudicaulis ssp. septentrionalis,None,Vascular Plant
Rorippa palustris var. fernaldiana,None,Vascular Plant
Rorippa palustris var. hispida,None,Vascular Plant
Smelowskia calycina var. integrifolia,Fernleaf False Candytuft,Vascular Plant
Smelowskia calycina var. porsildii,None,Vascular Plant
Smelowskia porsildii,Porsild's False Candytuft,Vascular Plant
Torularia humilis,None,Vascular Plant
Torularia humilis ssp. arctica,None,Vascular Plant
Cerastium beeringianum ssp. grandiflorum,None,Vascular Plant
Dianthus repens,Boreal Carnation,Vascular Plant
Gastrolychnis affinis,None,Vascular Plant
Gastrolychnis apetala,None,Vascular Plant
Gastrolychnis ostenfeldii,None,Vascular Plant
Gastrolychnis taylorae,None,Vascular Plant
Honckenya peploides,Seaside Sandplant,Vascular Plant
Melandrium taimyrense,None,Vascular Plant
Silene acaulis var. subacaulescens,"Moss Campion, Moss Catchfly",Vascular Plant
Stellaria edwardsii,None,Vascular Plant
